Station,Year,Month,Days_Available,Rainfall_Total,Rainfall_Days,Max_Daily_Rain,Temperature_Mean,Max_Temperature,Min_Temperature,Humidity_Mean,Sunshine_Mean,Season,Latitude,Longitude
Bhola,1986,3,31,1.0,1,1.0,26.532258064516128,29.7,22.5,72.38709677419355,7.990322580645161,Pre-Monsoon,22.3,90.7
Bhola,1986,4,30,202.0,9,93.0,27.813333333333333,30.0,24.7,78.0,7.309,Pre-Monsoon,22.3,90.7
Bhola,1986,5,31,308.0,16,41.0,28.006451612903227,30.6,24.4,82.45161290322581,6.103225806451611,Pre-Monsoon,22.3,90.7
Bhola,1986,6,30,288.0,19,42.0,28.899999999999995,31.4,26.2,86.23333333333333,3.7520000000000007,Monsoon,22.3,90.7
Bhola,1986,7,31,458.0,27,69.0,28.080645161290327,30.4,25.3,87.96774193548387,1.591935483870968,Monsoon,22.3,90.7
Bhola,1986,8,31,347.0,14,136.0,28.91935483870968,31.0,27.1,85.2258064516129,3.704838709677419,Monsoon,22.3,90.7
Bhola,1986,9,30,563.0,21,99.0,27.45,30.1,23.7,89.03333333333333,2.9233333333333333,Monsoon,22.3,90.7
Bhola,1986,10,31,159.0,8,61.0,26.670967741935478,28.4,25.1,85.35483870967742,6.924193548387096,Post-Monsoon,22.3,90.7
Bhola,1986,11,30,236.0,5,179.0,24.086666666666666,28.1,22.1,83.7,6.775,Post-Monsoon,22.3,90.7
Bhola,1986,12,31,0.0,0,0.0,20.141935483870967,22.2,17.3,80.61290322580645,6.122580645161292,Winter,22.3,90.7
Bhola,1987,1,31,1.0,1,1.0,18.703225806451613,21.2,16.0,78.74193548387096,7.061290322580645,Winter,22.3,90.7
Bhola,1987,2,28,0.0,0,0.0,22.125,25.9,18.9,74.25,7.271428571428572,Winter,22.3,90.7
Bhola,1987,3,31,20.0,6,7.0,25.81935483870968,29.0,22.5,75.03225806451613,7.177419354838709,Pre-Monsoon,22.3,90.7
Bhola,1987,4,30,214.0,10,92.0,27.959999999999997,29.8,22.7,82.03333333333333,6.346666666666667,Pre-Monsoon,22.3,90.7
Bhola,1987,5,31,139.0,11,49.0,29.164516129032254,31.4,24.5,81.70967741935483,7.422580645161291,Pre-Monsoon,22.3,90.7
Bhola,1987,6,30,210.0,17,115.0,29.46,31.3,25.7,85.9,4.560666666666666,Monsoon,22.3,90.7
Bhola,1987,7,31,660.0,30,102.0,27.790322580645167,29.9,25.6,90.48387096774194,0.9387096774193547,Monsoon,22.3,90.7
Bhola,1987,8,31,882.0,19,124.0,28.183870967741928,30.6,25.1,87.83870967741936,3.3096774193548386,Monsoon,22.3,90.7
Bhola,1987,9,30,182.0,22,34.0,28.420000000000005,29.7,26.6,88.13333333333334,3.066666666666667,Monsoon,22.3,90.7
Bhola,1987,10,31,53.0,5,28.0,27.541935483870972,29.9,24.4,83.58064516129032,7.006451612903226,Post-Monsoon,22.3,90.7
Bhola,1987,11,30,20.0,3,15.0,24.15666666666667,26.7,21.0,82.2,6.036666666666667,Post-Monsoon,22.3,90.7
Bhola,1987,12,31,28.0,1,28.0,20.006451612903223,22.0,17.2,82.0,7.216129032258064,Winter,22.3,90.7
Bhola,1988,1,31,0.0,0,0.0,18.845161290322583,20.9,16.4,79.83870967741936,6.851612903225806,Winter,22.3,90.7
Bhola,1988,2,29,48.0,5,31.0,21.851724137931036,25.4,18.4,79.20689655172414,6.751724137931033,Winter,22.3,90.7
Bhola,1988,3,31,68.0,6,24.0,25.861290322580643,28.7,23.4,80.45161290322581,6.7709677419354835,Pre-Monsoon,22.3,90.7
Bhola,1988,4,30,75.0,5,33.0,28.369999999999994,30.2,25.9,81.93333333333334,7.223333333333333,Pre-Monsoon,22.3,90.7
Bhola,1988,5,31,381.0,19,97.0,28.441935483870967,30.9,23.9,86.45161290322581,5.316129032258065,Pre-Monsoon,22.3,90.7
Bhola,1988,6,30,706.0,23,110.0,27.893333333333334,30.9,25.0,89.26666666666667,3.3233333333333333,Monsoon,22.3,90.7
Bhola,1988,7,31,417.0,27,64.0,27.96774193548387,29.9,25.7,90.54838709677419,2.7580645161290325,Monsoon,22.3,90.7
Bhola,1988,8,31,453.0,23,94.0,28.003225806451606,29.1,26.5,90.25806451612904,2.0290322580645164,Monsoon,22.3,90.7
Bhola,1988,9,30,258.0,14,48.0,28.393333333333338,30.5,26.0,88.6,3.0700000000000003,Monsoon,22.3,90.7
Bhola,1988,10,31,149.0,8,54.0,26.95806451612903,29.0,25.1,86.35483870967742,6.429032258064517,Post-Monsoon,22.3,90.7
Bhola,1988,11,30,89.0,3,67.0,23.99,25.5,21.2,83.86666666666666,6.58,Post-Monsoon,22.3,90.7
Bhola,1988,12,31,0.0,0,0.0,20.490322580645163,23.7,17.8,84.45161290322581,6.183870967741935,Winter,22.3,90.7
Bhola,1989,1,31,0.0,0,0.0,16.703225806451616,19.8,13.9,79.45161290322581,6.703225806451615,Winter,22.3,90.7
Bhola,1989,2,28,13.0,2,10.0,21.564285714285717,24.5,17.1,76.10714285714286,7.482142857142857,Winter,22.3,90.7
Bhola,1989,3,31,0.0,0,0.0,25.587096774193547,28.8,21.3,73.87096774193549,7.032258064516129,Pre-Monsoon,22.3,90.7
Bhola,1989,4,30,67.0,3,33.0,28.490000000000002,30.0,24.8,79.8,6.910000000000001,Pre-Monsoon,22.3,90.7
Bhola,1989,5,31,128.0,9,78.0,29.37741935483871,30.4,25.9,83.0,5.80967741935484,Pre-Monsoon,22.3,90.7
Bhola,1989,6,30,540.0,17,116.0,28.433333333333337,30.8,26.1,87.96666666666667,3.1100000000000003,Monsoon,22.3,90.7
Bhola,1989,7,31,385.0,21,93.0,28.029032258064518,30.1,26.1,88.93548387096774,2.838709677419355,Monsoon,22.3,90.7
Bhola,1989,8,31,180.0,26,26.0,28.17096774193548,29.1,26.6,87.64516129032258,4.348387096774193,Monsoon,22.3,90.7
Bhola,1989,9,30,378.0,19,71.0,27.86,29.8,26.0,90.03333333333333,3.073333333333333,Monsoon,22.3,90.7
Bhola,1989,10,31,251.0,11,80.0,26.606451612903225,29.3,23.8,90.19354838709677,3.0741935483870964,Post-Monsoon,22.3,90.7
Bhola,1989,11,30,0.0,0,0.0,22.80666666666667,25.6,20.9,83.93333333333334,7.19,Post-Monsoon,22.3,90.7
Bhola,1989,12,31,0.0,0,0.0,18.703225806451613,20.5,15.2,82.06451612903226,7.058064516129032,Winter,22.3,90.7
Bhola,1990,1,31,0.0,0,0.0,18.525806451612905,23.6,15.2,85.48387096774194,5.67741935483871,Winter,22.3,90.7
Bhola,1990,2,28,84.0,7,29.0,22.192857142857147,24.1,20.1,83.60714285714286,5.7749999999999995,Winter,22.3,90.7
Bhola,1990,3,31,155.0,12,57.0,23.432258064516127,28.1,19.3,82.58064516129032,5.451612903225806,Pre-Monsoon,22.3,90.7
Bhola,1990,4,30,118.0,12,42.0,27.19333333333334,29.8,21.1,82.0,6.966666666666665,Pre-Monsoon,22.3,90.7
Bhola,1990,5,31,249.0,13,73.0,28.293548387096777,30.7,23.7,85.3225806451613,5.196774193548387,Pre-Monsoon,22.3,90.7
Bhola,1990,6,30,358.0,23,67.0,28.490000000000002,30.5,26.6,89.13333333333334,2.7100000000000004,Monsoon,22.3,90.7
Bhola,1990,7,31,370.0,28,50.0,27.725806451612904,29.1,26.2,90.3225806451613,2.470967741935484,Monsoon,22.3,90.7
Bhola,1990,8,31,287.0,22,97.0,28.503225806451614,29.9,27.2,87.29032258064517,4.987096774193548,Monsoon,22.3,90.7
Bhola,1990,9,30,199.0,18,49.0,28.05,29.3,26.5,89.1,4.05,Monsoon,22.3,90.7
Bhola,1990,10,31,322.0,8,91.0,26.116129032258065,28.9,23.7,88.64516129032258,4.861290322580646,Post-Monsoon,22.3,90.7
Bhola,1990,11,30,83.0,5,26.0,24.529999999999994,27.2,20.2,85.53333333333333,5.730000000000001,Post-Monsoon,22.3,90.7
Bhola,1990,12,31,35.0,2,34.0,19.51935483870968,21.9,17.6,83.25806451612904,4.970967741935484,Winter,22.3,90.7
Bhola,1991,1,31,17.0,2,14.0,17.729032258064517,20.6,15.6,82.41935483870968,5.209677419354838,Winter,22.3,90.7
Bhola,1991,2,28,40.0,3,18.0,22.46785714285715,26.2,18.4,79.85714285714286,6.875,Winter,22.3,90.7
Bhola,1991,3,31,37.0,5,28.0,26.71290322580645,29.2,23.8,79.83870967741936,7.570967741935484,Pre-Monsoon,22.3,90.7
Bhola,1991,4,30,164.0,5,94.0,28.29,30.4,24.4,84.7,6.903333333333333,Pre-Monsoon,22.3,90.7
Bhola,1991,5,31,162.0,14,44.0,28.364516129032257,29.7,26.4,88.90322580645162,4.035483870967742,Pre-Monsoon,22.3,90.7
Bhola,1991,6,30,745.0,20,151.0,27.946666666666665,29.6,25.2,91.36666666666666,2.2033333333333336,Monsoon,22.3,90.7
Bhola,1991,7,31,390.0,26,58.0,28.16774193548387,29.6,24.6,90.29032258064517,2.346774193548387,Monsoon,22.3,90.7
Bhola,1991,8,31,428.0,26,45.0,28.39032258064515,30.0,26.2,91.38709677419355,4.3193548387096765,Monsoon,22.3,90.7
Bhola,1991,9,30,361.0,18,58.0,27.763333333333335,29.3,25.4,93.03333333333333,2.746666666666667,Monsoon,22.3,90.7
Bhola,1991,10,31,412.0,12,121.0,26.809677419354834,29.8,24.4,90.19354838709677,4.05483870967742,Post-Monsoon,22.3,90.7
Bhola,1991,11,30,3.0,1,3.0,22.526666666666664,26.0,18.7,86.73333333333333,5.62,Post-Monsoon,22.3,90.7
Bhola,1991,12,31,17.0,3,10.0,19.01290322580645,21.8,14.9,87.41935483870968,4.309677419354839,Winter,22.3,90.7
Bhola,1992,1,31,1.0,1,1.0,17.570967741935487,21.1,14.7,87.38709677419355,4.9967741935483865,Winter,22.3,90.7
Bhola,1992,2,29,126.0,8,50.0,20.444827586206895,24.1,17.6,83.96551724137932,6.348620689655174,Winter,22.3,90.7
Bhola,1992,3,31,0.0,0,0.0,26.67096774193549,29.2,24.1,84.3225806451613,6.832258064516129,Pre-Monsoon,22.3,90.7
Bhola,1992,4,30,0.0,0,0.0,29.20333333333333,30.4,27.5,82.36666666666666,7.070000000000001,Pre-Monsoon,22.3,90.7
Bhola,1992,5,31,208.0,12,51.0,27.96129032258065,30.3,24.6,86.16129032258064,5.758064516129032,Pre-Monsoon,22.3,90.7
Bhola,1992,6,30,275.0,18,64.0,28.749999999999996,30.9,25.9,87.3,3.8400000000000003,Monsoon,22.3,90.7
Bhola,1992,7,31,363.0,25,52.0,28.209677419354843,30.2,26.1,90.83870967741936,2.1774193548387095,Monsoon,22.3,90.7
Bhola,1992,8,31,220.0,26,29.0,28.23870967741936,30.2,26.1,88.74193548387096,3.6516129032258062,Monsoon,22.3,90.7
Bhola,1992,9,30,280.0,20,34.0,27.80666666666667,30.2,25.6,90.46666666666667,3.76,Monsoon,22.3,90.7
Bhola,1992,10,31,144.0,11,67.0,27.04516129032258,29.6,24.4,87.54838709677419,5.45483870967742,Post-Monsoon,22.3,90.7
Bhola,1992,11,30,0.0,0,0.0,23.470000000000002,27.8,20.2,84.86666666666666,5.373333333333335,Post-Monsoon,22.3,90.7
Bhola,1992,12,31,1.0,1,1.0,19.64193548387097,21.9,17.1,77.93548387096774,6.035483870967742,Winter,22.3,90.7
Bhola,1993,1,31,0.0,0,0.0,18.058064516129033,21.4,14.6,82.12903225806451,5.290322580645161,Winter,22.3,90.7
Bhola,1993,2,28,44.0,2,23.0,21.925,26.0,18.0,80.60714285714286,6.614285714285714,Winter,22.3,90.7
Bhola,1993,3,31,236.0,7,60.0,24.24516129032258,28.1,20.7,77.90322580645162,5.758064516129032,Pre-Monsoon,22.3,90.7
Bhola,1993,4,30,116.0,9,42.0,27.483333333333334,29.4,24.4,81.5,6.303333333333332,Pre-Monsoon,22.3,90.7
Bhola,1993,5,31,315.0,17,55.0,28.0,30.2,24.3,85.41935483870968,4.8903225806451625,Pre-Monsoon,22.3,90.7
Bhola,1993,6,30,631.0,22,102.0,28.19333333333334,30.5,25.1,89.7,3.4266666666666667,Monsoon,22.3,90.7
Bhola,1993,7,31,473.0,21,104.0,28.14193548387097,30.2,25.5,90.6774193548387,2.658064516129033,Monsoon,22.3,90.7
Bhola,1993,8,31,488.0,24,114.0,28.10322580645161,29.8,25.9,90.61290322580645,2.7870967741935475,Monsoon,22.3,90.7
Bhola,1993,9,30,219.0,18,29.0,27.766666666666666,30.0,26.4,89.16666666666667,2.983333333333334,Monsoon,22.3,90.7
Bhola,1993,10,31,46.0,7,14.0,27.161290322580644,29.8,25.1,87.64516129032258,5.070967741935483,Post-Monsoon,22.3,90.7
Bhola,1993,11,30,33.0,3,24.0,23.73,26.5,21.4,85.53333333333333,6.64,Post-Monsoon,22.3,90.7
Bhola,1993,12,31,0.0,0,0.0,19.754838709677415,22.0,18.1,82.12903225806451,5.67741935483871,Winter,22.3,90.7
Bhola,1994,1,31,2.0,1,2.0,18.651612903225807,21.6,15.7,81.09677419354838,5.606451612903224,Winter,22.3,90.7
Bhola,1994,2,28,13.0,3,11.0,20.510714285714283,23.4,17.4,77.75,6.32142857142857,Winter,22.3,90.7
Bhola,1994,3,31,110.0,4,95.0,25.906451612903226,28.3,21.7,79.48387096774194,6.164516129032257,Pre-Monsoon,22.3,90.7
Bhola,1994,4,30,60.0,9,25.0,27.839999999999996,30.2,23.7,79.96666666666667,6.386666666666667,Pre-Monsoon,22.3,90.7
Bhola,1994,5,31,230.0,9,73.0,29.003225806451617,31.1,26.0,83.64516129032258,5.761290322580645,Pre-Monsoon,22.3,90.7
Bhola,1994,6,30,559.0,21,80.0,27.943333333333335,31.0,25.5,90.23333333333333,2.82,Monsoon,22.3,90.7
Bhola,1994,7,31,328.0,24,41.0,27.783870967741937,29.1,25.4,90.6774193548387,2.803225806451613,Monsoon,22.3,90.7
Bhola,1994,8,31,311.0,24,73.0,27.91612903225806,29.4,25.6,89.29032258064517,3.835483870967742,Monsoon,22.3,90.7
Bhola,1994,9,30,87.0,17,21.0,28.233333333333327,29.5,23.8,86.06666666666666,4.96,Monsoon,22.3,90.7
Bhola,1994,10,31,40.0,7,17.0,26.948387096774194,28.3,25.3,86.0,4.916129032258064,Post-Monsoon,22.3,90.7
Bhola,1994,11,30,5.0,4,2.0,23.556666666666665,26.1,20.5,83.86666666666666,5.35,Post-Monsoon,22.3,90.7
Bhola,1994,12,31,0.0,0,0.0,18.796774193548384,21.7,16.3,80.16129032258064,5.806451612903226,Winter,22.3,90.7
Bhola,1995,1,31,1.0,1,1.0,17.30322580645161,20.4,14.7,78.03225806451613,5.44516129032258,Winter,22.3,90.7
Bhola,1995,2,28,52.0,4,21.0,21.04642857142857,25.2,17.4,79.60714285714286,5.571428571428571,Winter,22.3,90.7
Bhola,1995,3,31,5.0,3,3.0,25.764516129032256,29.7,22.4,71.12903225806451,7.258064516129033,Pre-Monsoon,22.3,90.7
Bhola,1995,4,30,50.0,2,43.0,29.139999999999997,30.5,26.4,79.13333333333334,6.950000000000001,Pre-Monsoon,22.3,90.7
Bhola,1995,5,31,173.0,7,75.0,29.532258064516135,31.1,25.8,84.54838709677419,3.8903225806451607,Pre-Monsoon,22.3,90.7
Bhola,1995,6,30,531.0,20,103.0,28.62333333333334,30.7,25.3,89.23333333333333,2.393333333333333,Monsoon,22.3,90.7
Bhola,1995,7,31,399.0,24,128.0,27.96774193548386,29.3,25.5,90.2258064516129,2.335483870967742,Monsoon,22.3,90.7
Bhola,1995,8,31,298.0,19,52.0,28.63548387096774,31.0,25.9,88.41935483870968,3.716129032258064,Monsoon,22.3,90.7
Bhola,1995,9,30,304.0,14,104.0,28.256666666666664,30.7,26.3,89.5,2.9266666666666663,Monsoon,22.3,90.7
Bhola,1995,10,31,60.0,8,28.0,27.751612903225805,29.6,25.5,87.41935483870968,5.145161290322581,Post-Monsoon,22.3,90.7
Bhola,1995,11,30,182.0,8,71.0,24.223333333333336,27.8,20.2,86.6,5.2,Post-Monsoon,22.3,90.7
Bhola,1995,12,31,0.0,0,0.0,19.748387096774188,21.4,17.5,80.90322580645162,6.599999999999999,Winter,22.3,90.7
Bhola,1996,1,31,0.0,0,0.0,18.48709677419355,20.7,16.6,79.7741935483871,6.319354838709678,Winter,22.3,90.7
Bhola,1996,2,29,8.0,3,4.0,21.6,25.1,18.0,75.75862068965517,6.765517241379311,Winter,22.3,90.7
Bhola,1996,3,31,49.0,2,33.0,26.903225806451612,29.1,23.0,78.3225806451613,5.867741935483873,Pre-Monsoon,22.3,90.7
Bhola,1996,4,30,138.0,9,35.0,28.12666666666667,30.3,23.2,82.33333333333333,6.300000000000001,Pre-Monsoon,22.3,90.7
Bhola,1996,5,31,128.0,10,40.0,29.377419354838707,31.3,26.0,84.51612903225806,5.229032258064515,Pre-Monsoon,22.3,90.7
Bhola,1996,6,30,546.0,20,116.0,28.320000000000004,30.6,26.2,87.36666666666666,4.083333333333333,Monsoon,22.3,90.7
Bhola,1996,7,31,292.0,21,62.0,28.48387096774194,29.9,26.2,88.58064516129032,2.4225806451612906,Monsoon,22.3,90.7
Bhola,1996,8,31,386.0,25,59.0,27.61612903225807,29.6,25.5,90.54838709677419,2.074193548387097,Monsoon,22.3,90.7
Bhola,1996,9,30,142.0,16,48.0,28.67666666666667,32.0,26.2,87.53333333333333,4.02,Monsoon,22.3,90.7
Bhola,1996,10,31,169.0,6,119.0,27.206451612903226,30.6,23.6,84.19354838709677,6.27741935483871,Post-Monsoon,22.3,90.7
Bhola,1996,11,30,6.0,2,4.0,23.709999999999997,27.5,20.4,82.33333333333333,6.4466666666666645,Post-Monsoon,22.3,90.7
Bhola,1996,12,31,2.0,2,1.0,19.906451612903226,23.6,17.6,79.48387096774194,5.225806451612904,Winter,22.3,90.7
Bhola,1997,1,31,1.0,1,1.0,17.667741935483868,20.0,14.8,78.09677419354838,5.84516129032258,Winter,22.3,90.7
Bhola,1997,2,28,43.0,6,14.0,20.63928571428571,24.9,16.8,77.75,6.349999999999999,Winter,22.3,90.7
Bhola,1997,3,31,93.0,7,33.0,26.009677419354837,28.5,23.1,80.41935483870968,6.048387096774195,Pre-Monsoon,22.3,90.7
Bhola,1997,4,30,169.0,15,44.0,25.51,28.2,22.9,81.86666666666666,5.656666666666667,Pre-Monsoon,22.3,90.7
Bhola,1997,5,31,259.0,14,36.0,28.29677419354838,30.4,25.1,84.3225806451613,5.470967741935484,Pre-Monsoon,22.3,90.7
Bhola,1997,6,30,112.0,14,21.0,28.73333333333333,30.2,27.0,86.26666666666667,3.6366666666666663,Monsoon,22.3,90.7
Bhola,1997,7,31,523.0,24,99.0,28.051612903225806,29.9,26.0,90.83870967741936,2.632258064516129,Monsoon,22.3,90.7
Bhola,1997,8,31,307.0,24,55.0,28.422580645161293,31.0,26.6,88.3225806451613,3.4193548387096775,Monsoon,22.3,90.7
Bhola,1997,9,30,439.0,19,225.0,27.74,29.6,24.8,89.2,3.7633333333333336,Monsoon,22.3,90.7
Bhola,1997,10,31,38.0,2,36.0,26.75483870967742,28.8,24.5,83.16129032258064,6.558064516129032,Post-Monsoon,22.3,90.7
Bhola,1997,11,30,0.0,0,0.0,24.636666666666663,26.8,21.9,81.4,6.613333333333333,Post-Monsoon,22.3,90.7
Bhola,1997,12,31,7.0,1,7.0,19.161290322580644,22.4,16.3,83.16129032258064,4.519354838709677,Winter,22.3,90.7
Bhola,1998,1,31,54.0,4,33.0,17.36451612903226,20.9,13.4,84.25806451612904,3.754838709677419,Winter,22.3,90.7
Bhola,1998,2,28,48.0,3,44.0,21.396428571428572,25.6,17.5,79.25,5.610714285714287,Winter,22.3,90.7
Bhola,1998,3,31,193.0,6,116.0,24.174193548387098,28.4,19.7,77.96774193548387,6.883870967741935,Pre-Monsoon,22.3,90.7
Bhola,1998,4,30,187.0,10,51.0,27.30666666666667,29.8,23.3,82.56666666666666,5.9333333333333345,Pre-Monsoon,22.3,90.7
Bhola,1998,5,31,264.0,10,110.0,28.954838709677425,31.5,24.6,86.06451612903226,3.9935483870967743,Pre-Monsoon,22.3,90.7
Bhola,1998,6,30,255.0,14,69.0,29.74,31.7,27.6,88.16666666666667,3.1599999999999997,Monsoon,22.3,90.7
Bhola,1998,7,31,500.0,28,72.0,28.087096774193547,29.5,26.0,93.12903225806451,1.5774193548387097,Monsoon,22.3,90.7
Bhola,1998,8,31,484.0,27,74.0,28.08064516129032,29.7,26.5,92.06451612903226,1.9516129032258065,Monsoon,22.3,90.7
Bhola,1998,9,30,263.0,21,47.0,28.283333333333324,31.6,25.8,89.93333333333334,2.9966666666666666,Monsoon,22.3,90.7
Bhola,1998,10,31,171.0,13,47.0,28.225806451612907,31.0,25.5,87.96774193548387,4.687096774193548,Post-Monsoon,22.3,90.7
Bhola,1998,11,30,124.0,3,105.0,25.449999999999996,27.9,22.4,83.66666666666667,6.1466666666666665,Post-Monsoon,22.3,90.7
Bhola,1998,12,31,6.0,1,6.0,20.699999999999996,23.1,17.8,81.96774193548387,7.041935483870966,Winter,22.3,90.7
Bhola,1999,1,31,0.0,0,0.0,18.509677419354837,20.7,16.2,80.2258064516129,6.816129032258064,Winter,22.3,90.7
Bhola,1999,2,28,0.0,0,0.0,22.532142857142855,27.2,18.0,74.92857142857143,6.80357142857143,Winter,22.3,90.7
Bhola,1999,3,31,0.0,0,0.0,26.8,28.9,22.9,75.87096774193549,5.619354838709677,Pre-Monsoon,22.3,90.7
Bhola,1999,4,30,72.0,1,72.0,29.266666666666666,30.8,23.3,79.33333333333333,6.153333333333333,Pre-Monsoon,22.3,90.7
Bhola,1999,5,31,319.0,17,51.0,28.083870967741937,30.9,24.8,87.58064516129032,3.3032258064516125,Pre-Monsoon,22.3,90.7
Bhola,1999,6,30,359.0,20,86.0,28.243333333333332,31.0,25.5,90.03333333333333,2.3800000000000003,Monsoon,22.3,90.7
Bhola,1999,7,31,590.0,23,61.0,27.767741935483873,30.1,25.6,90.54838709677419,2.464516129032258,Monsoon,22.3,90.7
Bhola,1999,8,31,423.0,25,69.0,27.64193548387096,29.5,25.8,91.61290322580645,1.467741935483871,Monsoon,22.3,90.7
Bhola,1999,9,30,398.0,17,70.0,27.57333333333333,29.1,25.1,89.9,2.0933333333333333,Monsoon,22.3,90.7
Bhola,1999,10,31,436.0,17,189.0,27.19354838709678,29.1,24.6,88.6774193548387,2.8838709677419354,Post-Monsoon,22.3,90.7
Bhola,1999,11,30,0.0,0,0.0,23.86333333333333,27.7,20.9,81.3,6.8533333333333335,Post-Monsoon,22.3,90.7
Bhola,1999,12,31,8.0,1,8.0,20.24838709677419,22.7,17.9,81.06451612903226,5.235483870967743,Winter,22.3,90.7
Bhola,2000,1,31,42.0,2,34.0,18.48387096774194,21.9,15.0,80.64516129032258,6.070967741935482,Winter,22.3,90.7
Bhola,2000,2,29,8.0,5,2.0,20.46896551724138,22.3,18.2,76.17241379310344,5.113793103448276,Winter,22.3,90.7
Bhola,2000,3,31,61.0,3,48.0,25.477419354838712,27.4,23.3,77.51612903225806,3.587096774193548,Pre-Monsoon,22.3,90.7
Bhola,2000,4,30,126.0,11,31.0,28.066666666666663,29.6,24.3,80.23333333333333,6.279999999999999,Pre-Monsoon,22.3,90.7
Bhola,2000,5,31,279.0,15,81.0,28.090322580645164,31.2,23.3,84.45161290322581,4.132258064516129,Pre-Monsoon,22.3,90.7
Bhola,2000,6,30,416.0,23,144.0,28.230000000000004,30.5,25.3,88.9,3.306666666666667,Monsoon,22.3,90.7
Bhola,2000,7,31,432.0,24,64.0,28.05806451612903,30.3,25.3,89.09677419354838,3.648387096774193,Monsoon,22.3,90.7
Bhola,2000,8,31,257.0,19,34.0,28.49032258064516,30.4,26.1,87.7741935483871,3.7709677419354835,Monsoon,22.3,90.7
Bhola,2000,9,30,206.0,16,57.0,28.05333333333333,30.4,26.4,87.9,1.7933333333333332,Monsoon,22.3,90.7
Bhola,2000,10,31,139.0,7,85.0,27.738709677419358,30.2,22.0,85.90322580645162,3.196774193548387,Post-Monsoon,22.3,90.7
Bhola,2000,11,30,89.0,1,89.0,24.01333333333333,27.4,17.4,82.2,5.959999999999999,Post-Monsoon,22.3,90.7
Bhola,2000,12,31,0.0,0,0.0,19.312903225806448,21.9,18.2,78.7741935483871,5.603225806451612,Winter,22.3,90.7
Bhola,2001,1,31,0.0,0,0.0,17.232258064516127,21.3,14.2,77.29032258064517,5.7612903225806456,Winter,22.3,90.7
Bhola,2001,2,28,10.0,2,6.0,21.921428571428567,25.8,18.0,77.10714285714286,5.7321428571428585,Winter,22.3,90.7
Bhola,2001,3,31,4.0,2,3.0,25.632258064516126,28.5,21.7,72.48387096774194,4.196774193548387,Pre-Monsoon,22.3,90.7
Bhola,2001,4,30,10.0,3,7.0,28.853333333333335,30.6,25.1,74.86666666666666,7.063333333333333,Pre-Monsoon,22.3,90.7
Bhola,2001,5,31,450.0,14,83.0,27.780645161290323,30.1,24.0,84.6774193548387,5.187096774193549,Pre-Monsoon,22.3,90.7
Bhola,2001,6,30,892.0,23,153.0,27.259999999999998,29.5,25.1,92.2,2.1166666666666667,Monsoon,22.3,90.7
Bhola,2001,7,31,406.0,26,57.0,28.054838709677423,29.4,26.4,89.35483870967742,2.7774193548387105,Monsoon,22.3,90.7
Bhola,2001,8,31,212.0,24,43.0,28.87096774193548,30.2,27.6,86.90322580645162,4.835483870967742,Monsoon,22.3,90.7
Bhola,2001,9,30,218.0,17,66.0,28.113333333333333,30.2,25.7,89.16666666666667,4.203333333333334,Monsoon,22.3,90.7
Bhola,2001,10,31,290.0,15,104.0,27.448387096774194,29.3,24.4,87.83870967741936,5.322580645161289,Post-Monsoon,22.3,90.7
Bhola,2001,11,30,60.0,4,42.0,24.256666666666668,26.4,21.4,86.0,5.626666666666666,Post-Monsoon,22.3,90.7
Bhola,2001,12,31,0.0,0,0.0,19.216129032258067,20.9,17.7,82.51612903225806,6.119354838709677,Winter,22.3,90.7
Bhola,2002,1,31,22.0,3,11.0,18.993548387096777,22.1,17.2,81.41935483870968,5.738709677419355,Winter,22.3,90.7
Bhola,2002,2,28,0.0,0,0.0,21.45714285714286,25.6,17.2,73.17857142857143,7.960714285714287,Winter,22.3,90.7
Bhola,2002,3,31,24.0,1,24.0,25.9258064516129,28.3,23.3,73.70967741935483,6.9806451612903215,Pre-Monsoon,22.3,90.7
Bhola,2002,4,30,65.0,9,17.0,27.306666666666665,29.4,20.7,81.06666666666666,6.290000000000001,Pre-Monsoon,22.3,90.7
Bhola,2002,5,31,294.0,16,48.0,28.048387096774192,31.7,24.2,84.25806451612904,5.7225806451612895,Pre-Monsoon,22.3,90.7
Bhola,2002,6,30,474.0,22,94.0,28.136666666666663,30.4,25.7,89.5,3.0833333333333335,Monsoon,22.3,90.7
Bhola,2002,7,31,576.0,23,119.0,28.154838709677424,30.2,26.4,91.29032258064517,1.4161290322580646,Monsoon,22.3,90.7
Bhola,2002,8,31,414.0,27,55.0,27.903225806451605,29.7,26.2,89.35483870967742,3.929032258064516,Monsoon,22.3,90.7
Bhola,2002,9,30,320.0,17,89.0,28.103333333333335,30.0,25.4,87.76666666666667,3.833333333333333,Monsoon,22.3,90.7
Bhola,2002,10,31,54.0,6,21.0,27.141935483870963,30.1,24.3,84.38709677419355,6.612903225806452,Post-Monsoon,22.3,90.7
Bhola,2002,11,30,74.0,2,66.0,24.209999999999997,26.9,22.3,83.1,5.956666666666665,Post-Monsoon,22.3,90.7
Bhola,2002,12,31,0.0,0,0.0,20.074193548387097,23.7,16.5,83.25806451612904,4.654838709677421,Winter,22.3,90.7
Bhola,2003,1,31,0.0,0,0.0,16.46451612903226,20.0,13.5,82.12903225806451,4.9806451612903215,Winter,22.3,90.7
Bhola,2003,2,28,4.0,2,2.0,22.11071428571429,25.6,20.6,75.28571428571429,6.682142857142856,Winter,22.3,90.7
